id,"gp","fund"
9109,"北京创易双创投资管理有限责任公司","苏州日出创赢创业投资企业（有限合伙）"
9110,"常州清源创新投资管理合伙企业（有限合伙）","常州清源创新创业投资合伙企业（有限合伙）"
9111,"常州清源创新投资管理合伙企业（有限合伙）","常州清源知本创业投资合伙企业（有限合伙）"
9112,"霍尔果斯点睛创业投资管理有限公司","北京点睛致远投资中心（有限合伙）"
9113,"深圳前海汉地投资管理有限公司","共青城汉鼎投资合伙企业（有限合伙）"
9114,"深圳前海汉地投资管理有限公司","共青城汉坤投资合伙企业（有限合伙）"
9115,"上海艾想艾智投资管理有限公司","共青城艾披欧投资管理合伙企业（有限合伙）"
9116,"上海艾想艾智投资管理有限公司","共青城艾创投资管理合伙企业（有限合伙）"
9117,"上海平宜投资管理有限公司","张家港保税区同盛投资合伙企业(有限合伙)"
9118,"上海平宜投资管理有限公司","上海颂歌投资管理中心（有限合伙）"
9119,"深圳市富坤康健创业投资基金管理有限公司","珠海横琴堃铭二期创业投资中心（有限合伙）"
9120,"宁波梅山保税港区阿尔法天使创投投资管理有限公司","宁波梅山保税港区阿尔法天成股权投资合伙企业（有限合伙）"
9121,"杭州红业泰吉投资管理合伙企业（有限合伙）","杭州红业睿吉投资合伙企业（有限合伙）"
9122,"北京伟豪元和资本投资管理中心（有限合伙）","北京伟豪元和壹投资中心（有限合伙）"
9123,"江苏中科天圆基金管理有限公司","珠海横琴天圆开创股权投资合伙企业（有限合伙）"
9124,"江苏中科天圆基金管理有限公司","常州天圆龙盛产业投资基金中心（有限合伙）"
9125,"六合创投（北京）投资管理有限公司","北京六合乾道投资中心（有限合伙）"
9126,"中能华启创业投资有限公司","共青城中能华启投资管理合伙企业（有限合伙）"
9127,"晋中金控股权投资管理有限公司","晋中开发区产业基金"
9128,"山东浪潮投资管理有限公司","济南浪潮创业投资合伙企业（有限合伙）"
9129,"瑷睿（天津）投资管理有限公司","天津中汽瑷睿创业投资有限公司"
9130,"北京君紫优客投资管理有限公司","深圳君紫优畅投资管理合伙企业（有限合伙）"
9131,"和瑞创业投资基金管理（深圳）有限公司","建医和瑞高成长一号（深圳）投资合伙企业（有限合伙）"
9132,"天津清研华阳投资管理有限公司","嘉兴清恒一号股权投资合伙企业（有限合伙）"
9133,"杭州轩石资产管理有限公司","杭州轩游投资管理合伙企业（有限合伙）"
9134,"深圳市在深投资管理有限公司","深圳市潜龙创业投资基金企业（有限合伙）"
9135,"中鸿嘉投资管理（北京）有限公司","西藏中鸿嘉创业投资管理合伙企业（有限合伙）"
9136,"中鸿嘉投资管理（北京）有限公司","青岛清鸿投资管理合伙企业（有限合伙）"
9137,"中鸿嘉投资管理（北京）有限公司","青岛华置中鸿投资管理合伙企业（有限合伙）"
9138,"上海嵘具投资管理有限公司","上海鹊盈投资管理中心（有限合伙）"
9139,"上海嵘具投资管理有限公司","宁波梅山保税港区瑞途投资合伙企业（有限合伙）"
9140,"两岸青年（厦门）股权投资基金管理有限公司","两岸青年（厦门）股权投资合伙企业（有限合伙）"
9141,"青岛高创卓阳投资管理有限公司","青岛高创卓阳创业投资基金合伙企业（有限合伙）"
9142,"无锡宏鼎投资管理有限公司","无锡利鼎投资中心（有限合伙）"
9143,"北京众合恒丰投资基金管理有限公司","共青城众添富壹号投资管理合伙企业（有限合伙）"
9144,"常熟市国发创业投资有限公司","苏州虞诚尚和创业投资有限公司"
9145,"天津景辉投资管理有限公司","苏州学大教育投资企业（有限合伙）"
9146,"嘉兴小度投资管理有限公司","嘉兴小度内容股权投资合伙企业（有限合伙）"
9147,"嘉兴小度投资管理有限公司","宁波梅山保税港区百度鹏寰投资合伙企业（有限合伙）"
9148,"樟树市锦钧投资管理中心（有限合伙）","蔚度（嘉兴）投资管理合伙企业（有限合伙）"
9149,"樟树市锦钧投资管理中心（有限合伙）","伟畅（嘉兴）投资管理合伙企业（有限合伙）"
9150,"国思资产管理（上海）有限公司","嘉兴六尘投资合伙企业（有限合伙）"
9151,"浙江万通瑞达资产管理有限公司","杭州鑫玺源投资管理合伙企业（有限合伙）"
9152,"上海联创君潭投资管理有限公司","上海联创君潭创业投资中心（有限合伙）"
9153,"贵州安投基金管理有限公司","贵州安顺安投产业发展投资基金（有限合伙）"
9154,"贵州安投基金管理有限公司","贵州安投发展创业投资管理中心（有限合伙）"
9155,"深圳力合载物创业投资有限公司","深圳力合精选成长创业投资合伙企业（有限合伙）"
9156,"前海恒邦远大（深圳）投资有限公司","上海大铎投资管理中心（有限合伙）"
9157,"广东三泽投资管理有限公司","湖南三泽投资管理中心（有限合伙）"
9158,"上海七鹏投资管理有限公司","上海七鹏创业投资中心（有限合伙）"
9159,"广西汇富资产管理有限公司","广西中马产业发展投资一号基金合伙企业（有限合伙）"
9160,"时间基金管理（宁夏）有限公司","宁夏时间创业投资合伙企业（有限合伙）"
9161,"时间基金管理（宁夏）有限公司","宁夏时间方舟投资合伙企业（有限合伙）"
9162,"上海中科科创投资管理有限公司","厦门中科睿迪创业投资合伙企业（有限合伙）"
9163,"浙江浙银昆仑资产管理有限公司","常州银西捌号投资合伙企业（有限合伙）"
9164,"浙江浙银昆仑资产管理有限公司","杭州健骐投资合伙企业（有限合伙）"
9165,"上海英谊资产管理有限公司","上海英谊投资合伙企业（合伙企业）"
9166,"联通新沃创业投资管理（上海）有限公司","联通新沃（上海）创业投资合伙企业（有限合伙）"
9167,"杭州骐骥投资管理有限公司","浙江万马腾飞股权投资合伙企业（有限合伙）"
9168,"杭州骐骥投资管理有限公司","克拉玛依得怡健康产业投资有限合伙企业"
9169,"北京领航投资管理有限公司","宁波辩才天股权投资中心（有限合伙）"
9170,"北京领航投资管理有限公司","宁波清珠领航天枢股权投资中心（有限合伙）"
9171,"珠海南方创谷投资管理有限公司","珠海南洋创新股权投资基金（有限合伙）"
9172,"上海紫竹小苗股权投资基金有限公司","上海紫竹小苗股权投资基金有限公司"
9173,"中车资本（天津）股权投资基金管理有限公司","中车同方（天津）股权投资基金合伙企业（有限合伙）"
9174,"中车资本（天津）股权投资基金管理有限公司","中车国华（青岛）股权投资合伙企业（有限合伙）"
9175,"四方联盟（北京）投资管理有限公司","北京四方联盟创新科技产业投资中心（有限合伙）"
9176,"青岛高创澳海股权投资管理有限公司","青岛高创澳海创业投资企业（有限合伙）"
9177,"青岛迈通创业投资管理有限公司","青岛里程碑创业投资管理有限公司"
9178,"青岛迈通创业投资管理有限公司","青岛里程碑昌润投资有限公司"
9179,"青岛迈通创业投资管理有限公司","青岛里程碑砥砺创业投资中心（有限合伙）"
9180,"赛一投资管理（杭州）有限公司","宁波梅山保税港区赛一博赢投资管理中心（有限合伙）"
9181,"赛一投资管理（杭州）有限公司","宁波梅山保税港区联杰享赢投资管理中心（有限合伙）"
9182,"贵州开开门投资管理有限公司","贵州省创业投资引导基金2期"
9183,"深圳市前海中钊资本管理有限公司","深圳市中钊和枫创业投资合伙企业（有限合伙）"
9184,"北交联合（北京）投资基金管理有限公司","北京北交联合深天地科技中心（有限合伙）"
9185,"北京国同清源创业投资管理合伙企业（有限合伙）","国同汇智创业投资（北京）有限公司"
9186,"北京国同清源创业投资管理合伙企业（有限合伙）","厦门国同联智创业投资合伙企业（有限合伙）"
9187,"中汇融和股权投资基金管理（北京）有限公司","中汇融和股权投资基金管理（北京）有限公司"
9188,"北京圣帮汇通投资管理有限公司","广州市投融圈股权投资基金（有限合伙）"
9189,"上海起乾点坤创业投资管理合伙企业（有限合伙）","上海起乾点坤创业投资合伙企业（有限合伙）"
9190,"深圳市赛富动势股权投资基金管理企业（有限合伙）","深圳市福田赛富动势股权投资基金合伙企业（有限合伙）"
9191,"西藏达孜真格天祥投资管理有限公司","嘉兴真格天域股权投资合伙企业（有限合伙）"
9192,"西藏达孜真格天祥投资管理有限公司","嘉兴真格无双股权投资合伙企业（有限合伙）"
9193,"西藏达孜真格天祥投资管理有限公司","西藏达孜天禧股权投资中心（有限合伙）"
9194,"北京恺富国际投资管理有限公司","北京银夏恺富创业投资发展中心（有限合伙）"
9195,"深圳前海智博资本管理有限公司","深圳市泓涞爱玩文娱壹号投资企业（有限合伙）"
9196,"深圳前海智博资本管理有限公司","深圳市和智文娱壹号投资企业（有限合伙）"
9197,"深圳前海智博资本管理有限公司","新余智博文娱叁号投资企业（有限合伙）"
9198,"深圳前海智博资本管理有限公司","新余智博文娱贰号投资企业（有限合伙）"
9199,"辽宁鉴洲投资管理有限公司","抚顺市鉴洲基金管理咨询中心（有限合伙）"
9200,"河南赛伯乐基金管理有限公司","河南赛淇高技术服务创业投资基金（有限合伙）"
9201,"武汉东湖国信股权投资基金管理有限公司","武汉国信经纬股权投资基金合伙企业（有限合伙）"
9202,"广东商弈投资管理有限公司","东莞弈投成长二期股权投资合伙企业（有限合伙）"
9203,"广东商弈投资管理有限公司","东莞弈投成长一期股权投资合伙企业（有限合伙）"
9204,"深圳市润土泰中投资中心（有限合伙）","平潭宇鑫润泰投资合伙企业（有限合伙）"
9205,"珠海景瑞资本管理有限公司","珠海景瑞恒源股权投资合伙企业（有限合伙）"
9206,"珠海景瑞资本管理有限公司","珠海景瑞恒润股权投资合伙企业（有限合伙）"
9207,"珠海景瑞资本管理有限公司","福鼎市景瑞恒信股权投资合伙企业（有限合伙）"
9208,"珠海景瑞资本管理有限公司","珠海景瑞瑞元汇富投资合伙企业（有限合伙）"
